날짜,상품명,바코드,발주가능상태,입고수량,카테고리,출고수량
2019-06-02,V2_90,8801046287699,발주가능,0,덴탈케어,3
2019-06-02,V2_91,8801046287743,발주가능,0,덴탈케어,1
2019-06-02,V2_98,8801046282175,발주가능,0,헤어케어,0
2019-06-02,V2_104,8801046291252,발주가능,0,세탁세제,19
2019-06-02,V2_108,8801046298640,발주가능,0,세탁세제,2
2019-06-02,V2_109,8801046298657,발주가능,0,세탁세제,1
2019-06-02,V2_110,18801046297503,발주가능,0,세탁세제,33
2019-06-02,V2_118,8801046299777,발주가능,0,헤어케어,0
2019-06-02,V2_119,8801046277881,발주가능,0,기타,1
2019-06-02,V2_120,8801046277898,발주가능,0,기타,3
2019-06-02,V2_122,8801046298480,발주가능,0,덴탈케어,10
2019-06-02,V2_123,8801046299364,발주가능,0,세탁세제,2
2019-06-02,V2_124,8801046295649,발주가능,440,주방세제,18
2019-06-02,V2_125,8801046290194,발주가능,0,덴탈케어,12
2019-06-02,V2_127,8801046295656,발주가능,0,세탁세제,0
2019-06-02,V2_128,8801046299357,발주가능,0,세탁세제,1
2019-06-02,V2_129,8801046300541,발주가능,0,덴탈케어,73
2019-06-02,V2_130,6414100895802,발주가능,0,매입브랜드,3
2019-06-02,V2_131,6414100895857,발주가능,120,매입브랜드,6
2019-06-02,V2_132,8801046303221,발주가능,0,주방세제,13
2019-06-02,V2_135,8801046303214,발주가능,0,주방세제,0
2019-06-02,V2_136,8801046303191,발주가능,70,주방세제,6
2019-06-02,V2_138,8801046280522,발주가능,0,세탁세제,7
2019-06-02,V2_140,8801046291566,발주가능,0,ST,1
2019-06-02,V2_141,8801046291573,발주가능,0,ST,3
2019-06-02,V2_143,8801046303504,발주가능,0,ST,2
2019-06-02,V2_146,8801046283288,발주가능,296,세탁세제,22
2019-06-02,V2_148,8801046304495,발주가능,0,기타,4
2019-06-02,V2_483,18801046300166,발주가능,0,세탁세제,2
2019-06-02,V2_151,8801046309049,발주가능,0,세탁세제,3
2019-06-02,V2_153,8801046308547,발주가능,0,주방세제,77
2019-06-02,V2_155,8801046299876,발주가능,0,덴탈케어,8
2019-06-02,V2_158,8801046307465,발주가능,0,F&B,25
2019-06-02,V2_162,28801046261259,발주가능,0,덴탈케어,6
2019-06-02,V2_163,28801046261280,발주가능,0,덴탈케어,0
2019-06-02,V2_164,28801046261266,발주가능,0,덴탈케어,3
2019-06-02,V2_167,8801046314845,발주가능,0,ST,0
2019-06-02,V2_169,8801046314852,발주가능,0,ST,0
2019-06-02,V2_177,8801046304853,발주가능,0,덴탈케어,1
2019-06-02,V2_178,8801046304822,발주가능,0,덴탈케어,0
2019-06-02,V2_180,8801046316221,발주가능,0,세탁세제,3
2019-06-02,V2_182,8801046310380,발주가능,0,덴탈케어,0
2019-06-02,V2_189,8801046316795,발주가능,0,F&B,0
2019-06-02,V2_191,8801046318690,발주가능,0,세탁세제,0
2019-06-02,V2_471,8801046316603,발주가능,0,헤어케어,1
2019-06-02,V2_194,8801046316696,발주가능,0,헤어케어,1
2019-06-02,V2_198,8801046314241,발주가능,0,ST,0
2019-06-02,V2_472,8801046273289,발주가능,0,F&B,0
2019-06-02,V2_204,8801046273272,발주가능,0,F&B,0
2019-06-02,V2_206,8801046318263,발주가능,0,세탁세제,2
2019-06-02,V2_209,8801046322925,발주가능,0,덴탈케어,0
2019-06-02,V2_211,8801046324332,발주가능,0,덴탈케어,0
2019-06-02,V2_212,8801046319253,발주가능,136,덴탈케어,16
2019-06-02,V2_213,8801046321607,발주가능,0,헤어케어,0
2019-06-02,V2_215,8801046321591,발주가능,0,헤어케어,2
2019-06-02,V2_217,8801046318447,발주가능,0,헤어케어,0
2019-06-02,V2_220,8801046318430,발주가능,0,헤어케어,1
2019-06-02,V2_224,8801046320969,발주가능,0,세탁세제,0
2019-06-02,V2_225,8801046322901,발주가능,0,덴탈케어,0
2019-06-02,V2_226,8801046322918,발주가능,0,덴탈케어,0
2019-06-02,V2_473,8801046886113,발주가능,0,헤어케어,0
2019-06-02,V2_227,8801046323717,발주가능,0,헤어케어,0
2019-06-02,V2_228,8801046323489,발주가능,0,헤어케어,0
2019-06-02,V2_231,8801046319963,발주가능,0,주방세제,3
2019-06-02,V2_233,8801046319949,발주가능,0,주방세제,0
2019-06-02,V2_234,8801046872758,발주가능,0,세탁세제,1
2019-06-02,V2_235,8801046316757,발주가능,0,덴탈케어,1
2019-06-02,V2_236,8801046316764,발주가능,0,덴탈케어,4
2019-06-02,V2_241,8801046319673,발주가능,0,덴탈케어,0
2019-06-02,V2_244,8801046324776,발주가능,0,F&B,18
2019-06-02,V2_247,8801046322444,발주가능,0,덴탈케어,0
2019-06-02,V2_249,8801046320747,발주가능,0,덴탈케어,0
2019-06-02,V2_251,18801046326234,발주가능,0,F&B,1
2019-06-02,V2_253,8801046304952,발주가능,0,ST,0
2019-06-02,V2_261,8801046323212,발주가능,0,ST,0
2019-06-02,V2_263,8801046325612,발주가능,0,F&B,1
2019-06-02,V2_265,18801046870089,발주가능,0,F&B,0
2019-06-02,V2_267,18801046870119,발주가능,0,F&B,0
2019-06-02,V2_269,18801046898847,발주가능,0,덴탈케어,0
2019-06-02,V2_270,8801046318706,발주가능,0,세탁세제,23
2019-06-02,V2_271,8801046320884,발주가능,0,세탁세제,17
2019-06-02,V2_272,18801046872755,발주가능,0,세탁세제,2
2019-06-02,V2_273,18801046872748,발주가능,0,세탁세제,1
2019-06-02,V2_274,18801046902117,발주가능,0,헤어케어,0
2019-06-02,V2_275,18801046900632,발주가능,0,헤어케어,0
2019-06-02,V2_277,18801046879044,발주가능,0,세탁세제,0
2019-06-02,V2_278,18801046247737,발주가능,0,세탁세제,1
2019-06-02,V2_281,18801046308568,발주가능,0,주방세제,1
2019-06-02,V2_282,18801046263126,발주가능,0,주방세제,9
2019-06-02,V2_284,18801046871543,발주가능,0,F&B,0
2019-06-02,V2_288,18801046296834,발주가능,0,덴탈케어,0
2019-06-02,V2_290,18801046298470,발주가능,0,덴탈케어,0
2019-06-02,V2_293,18801046318963,발주가능,0,주방세제,0
2019-06-02,V2_294,18801046280529,발주가능,0,세탁세제,0
2019-06-02,V2_299,18801046879037,발주가능,0,세탁세제,0
2019-06-02,V2_303,18801046979508,발주가능,0,주방세제,1
2019-06-02,V2_304,18801046979522,발주가능,0,주방세제,3
2019-06-02,V2_309,18801046295646,발주가능,0,주방세제,0
2019-06-02,V2_310,18801046275563,발주가능,0,주방세제,0
2019-06-02,V2_311,18801046303204,발주가능,0,주방세제,2
2019-06-02,V2_313,18801046311490,발주가능,0,덴탈케어,0
2019-06-02,V2_314,18801046292102,발주가능,0,세탁세제,1
2019-06-02,V2_315,18801046878948,발주가능,0,세탁세제,1
2019-06-02,V2_317,18801046309046,발주가능,0,세탁세제,0
2019-06-02,V2_320,18801046287092,발주가능,0,세탁세제,0
2019-06-02,V2_321,18801046286231,발주가능,0,세탁세제,0
2019-06-02,V2_325,18801046903008,발주가능,0,주방세제,0
2019-06-02,V2_329,18801046303761,발주가능,0,주방세제,0
2019-06-02,V2_330,18801046314798,발주가능,0,ST,0
2019-06-02,V2_333,18801046314804,발주가능,0,ST,0
2019-06-02,V2_339,18801046247805,발주가능,0,ST,0
2019-06-02,V2_340,18801046299316,발주가능,0,덴탈케어,0
2019-06-02,V2_343,18801046308575,발주가능,0,세탁세제,0
2019-06-02,V2_345,18801046291242,발주가능,0,세탁세제,0
2019-06-02,V2_347,18801046318246,발주가능,0,세탁세제,0
2019-06-02,V2_352,18801046319335,발주가능,0,세탁세제,1
2019-06-02,V2_353,18801046316990,발주가능,0,세탁세제,0
2019-06-02,V2_354,18801046291259,발주가능,0,세탁세제,1
2019-06-02,V2_356,18801046319861,발주가능,0,세탁세제,0
2019-06-02,V2_360,18801046299996,발주가능,0,덴탈케어,0
2019-06-02,V2_361,18801046275747,발주가능,0,덴탈케어,0
2019-06-02,V2_363,18801046275730,발주가능,0,덴탈케어,0
2019-06-02,V2_365,18801046301163,발주가능,0,덴탈케어,0
2019-06-02,V2_366,18801046290191,발주가능,0,덴탈케어,0
2019-06-02,V2_369,18801046304850,발주가능,0,덴탈케어,0
2019-06-02,V2_370,18801046319250,발주가능,0,덴탈케어,0
2019-06-02,V2_373,18801046312695,발주가능,0,덴탈케어,0
2019-06-02,V2_374,18801046310370,발주가능,0,덴탈케어,0
2019-06-02,V2_377,18801046291518,발주가능,0,ST,0
2019-06-02,V2_378,18801046314248,발주가능,0,ST,0
2019-06-02,V2_381,18801046291501,발주가능,0,ST,0
2019-06-02,V2_382,18801046903381,발주가능,0,ST,0
2019-06-02,V2_383,18801046291587,발주가능,0,ST,0
2019-06-02,V2_384,18801046291563,발주가능,0,ST,0
2019-06-02,V2_385,18801046291549,발주가능,0,ST,0
2019-06-02,V2_388,18801046903398,발주가능,0,ST,0
2019-06-02,V2_390,18801046316228,발주가능,0,세탁세제,0
2019-06-02,V2_392,8801046316467,발주가능,0,세탁세제,12
2019-06-02,V2_394,18801046322908,발주가능,0,덴탈케어,0
2019-06-02,V2_395,18801046314736,발주가능,0,덴탈케어,0
2019-06-02,V2_402,18801046315306,발주가능,0,덴탈케어,0
2019-06-02,V2_405,18801046257620,발주가능,0,덴탈케어,0
2019-06-02,V2_406,18801046287740,발주가능,0,덴탈케어,0
2019-06-02,V2_407,18801046292461,발주가능,0,덴탈케어,0
2019-06-02,V2_409,18801046316662,발주가능,0,헤어케어,0
2019-06-02,V2_411,18801046902094,발주가능,0,헤어케어,0
2019-06-02,V2_412,18801046316716,발주가능,0,헤어케어,0
2019-06-02,V2_413,18801046299705,발주가능,0,헤어케어,0
2019-06-02,V2_414,18801046318437,발주가능,0,헤어케어,0
2019-06-02,V2_415,18801046321642,발주가능,0,헤어케어,0
2019-06-02,V2_419,18801046299767,발주가능,0,헤어케어,0
2019-06-02,V2_420,18801046299682,발주가능,0,헤어케어,0
2019-06-02,V2_421,18801046902223,발주가능,0,헤어케어,0
2019-06-02,V2_424,18801046318444,발주가능,0,헤어케어,0
2019-06-02,V2_428,18801046303518,발주가능,0,ST,0
2019-06-02,V2_431,18801046873820,발주가능,0,ST,0
2019-06-02,V2_434,18801046299224,발주가능,0,덴탈케어,0
2019-06-02,V2_435,18801046288266,발주가능,0,덴탈케어,0
2019-06-02,V2_436,18801046287696,발주가능,0,덴탈케어,0
2019-06-02,V2_440,18801046979539,발주가능,0,주방세제,0
2019-06-02,V2_441,18801046261269,발주가능,0,덴탈케어,0
2019-06-02,V2_443,18801046253776,발주가능,0,세탁세제,1
2019-06-02,V2_445,18801046886127,발주가능,0,헤어케어,0
2019-06-02,V2_446,18801046280796,발주가능,0,헤어케어,0
2019-06-02,V2_448,18801046321635,발주가능,0,헤어케어,0
2019-06-02,V2_450,18801046315252,발주가능,0,매입브랜드,0
2019-06-02,V2_453,18801046321604,발주가능,0,헤어케어,0
2019-06-02,V2_454,18801046316600,발주가능,0,헤어케어,0
2019-06-02,V2_455,18801046299736,발주가능,0,헤어케어,0
2019-06-02,V2_457,8801046322291,발주가능,0,헤어케어,2
2019-06-02,V2_458,8801046979549,발주가능,0,주방세제,13
2019-06-02,V2_489,18801046335250,발주가능,0,세탁세제,1
2019-06-02,V2_491,18801046335243,발주가능,0,세탁세제,2
2019-06-02,V2_494,8801046328422,발주가능,0,세탁세제,0
2019-06-02,V2_487,8801046328347,발주가능,0,세탁세제,0
2019-06-02,V2_498,8801046320792,발주가능,0,세탁세제,0
2019-06-02,V2_499,8801046328361,발주가능,2,세탁세제,0
2019-06-02,V2_503,8801046328385,발주가능,1,세탁세제,0
2019-06-03,V2_478,8801046244234,발주가능,0,세탁세제,0
2019-06-03,V2_6,8801046992739,발주가능,1686,헤어케어,68
2019-06-03,V2_7,8801046992746,발주가능,0,헤어케어,25
2019-06-03,V2_10,8801046878996,발주가능,1136,세탁세제,72
2019-06-03,V2_11,8801046879030,발주가능,0,세탁세제,5
2019-06-03,V2_12,8801046246559,발주가능,0,세탁세제,21
2019-06-03,V2_13,8801046245118,발주가능,0,세탁세제,0
2019-06-03,V2_16,8801046892916,발주가능,0,주방세제,7
2019-06-03,V2_19,8801046245309,발주가능,0,헤어케어,25
2019-06-03,V2_24,8801046879047,발주가능,1332,세탁세제,38
2019-06-03,V2_26,8801046879061,발주가능,0,세탁세제,4
2019-06-03,V2_33,8801046900673,발주가능,6600,헤어케어,56
2019-06-03,V2_34,8801046900680,발주가능,0,헤어케어,0
2019-06-03,V2_36,8801046902028,발주가능,0,헤어케어,0
2019-06-03,V2_39,8801046902103,발주가능,2400,헤어케어,56
2019-06-03,V2_40,8801046902110,발주가능,800,헤어케어,43
2019-06-03,V2_43,8801046873816,발주가능,12,ST,5
2019-06-03,V2_45,8801046903391,발주가능,0,ST,0
2019-06-03,V2_46,8801046991527,발주가능,0,F&B,5
2019-06-03,V2_49,8801046871546,발주가능,0,F&B,12
2019-06-03,V2_50,8801046870082,발주가능,0,F&B,2
2019-06-03,V2_55,8801046995433,발주가능,16,세탁세제,1
2019-06-03,V2_56,8801046255063,발주가능,0,덴탈케어,0
2019-06-03,V2_58,8801046259870,발주가능,0,F&B,2
2019-06-03,V2_59,8801046259863,발주가능,0,F&B,10
2019-06-03,V2_61,18801046260873,발주가능,0,세탁세제,7
2019-06-03,V2_66,8801046276969,발주가능,0,헤어케어,0
2019-06-03,V2_67,8801046269350,발주가능,0,세탁세제,24
2019-06-03,V2_72,8801046257494,발주가능,12,덴탈케어,9
2019-06-03,V2_74,18801046247744,발주가능,700,세탁세제,63
2019-06-03,V2_79,18801046269364,발주가능,0,세탁세제,1
2019-06-03,V2_80,8801046256237,발주가능,836,헤어케어,44
2019-06-03,V2_82,8801046294024,발주가능,552,덴탈케어,64
2019-06-03,V2_83,8801046294031,발주가능,239,덴탈케어,21
2019-06-03,V2_85,8801046293102,발주가능,648,헤어케어,93
2019-06-03,V2_86,18801046294762,발주가능,9777,세탁세제,308
2019-06-03,V2_89,8801046994399,발주가능,0,덴탈케어,0
2019-06-03,V2_94,8801046280751,발주가능,0,헤어케어,3
2019-06-03,V2_96,8801046263129,발주가능,0,주방세제,72
2019-06-03,V2_97,8801046289235,발주가능,4,주방세제,49
2019-06-03,V2_480,8801046292105,발주가능,128,세탁세제,1
2019-06-03,V2_107,8801046979525,발주가능,40,주방세제,29
2019-06-03,V2_109,8801046298657,발주가능,0,세탁세제,3
2019-06-03,V2_110,18801046297503,발주가능,444,세탁세제,44
2019-06-03,V2_481,,발주가능,0,세탁세제,0
2019-06-03,V2_114,8801046299715,발주가능,0,헤어케어,0
2019-06-03,V2_115,8801046299722,발주가능,0,헤어케어,0
2019-06-03,V2_117,8801046299760,발주가능,0,헤어케어,1
2019-06-03,V2_119,8801046277881,발주가능,6,기타,1
2019-06-03,V2_121,8801046298473,발주가능,0,덴탈케어,20
2019-06-03,V2_122,8801046298480,발주가능,0,덴탈케어,14
2019-06-03,V2_124,8801046295649,발주가능,800,주방세제,22
2019-06-03,V2_127,8801046295656,발주가능,3,세탁세제,1
2019-06-03,V2_132,8801046303221,발주가능,0,주방세제,15
2019-06-03,V2_133,8801046303207,발주가능,0,주방세제,91
2019-06-03,V2_137,8801046903001,발주가능,1098,주방세제,44
2019-06-03,V2_139,8801046291511,발주가능,0,ST,1
2019-06-03,V2_145,8801046286234,발주가능,0,세탁세제,9
2019-06-03,V2_148,8801046304495,발주가능,0,기타,4
2019-06-03,V2_483,18801046300166,발주가능,0,세탁세제,2
2019-06-03,V2_484,18801046304492,발주가능,0,세탁세제,1
2019-06-03,V2_152,8801046308561,발주가능,60,주방세제,23
2019-06-03,V2_156,8801046307472,발주가능,1312,F&B,75
2019-06-03,V2_158,8801046307465,발주가능,0,F&B,31
2019-06-03,V2_159,28801046288263,발주가능,240,덴탈케어,8
2019-06-03,V2_161,28801046261242,발주가능,0,덴탈케어,5
2019-06-03,V2_163,28801046261280,발주가능,0,덴탈케어,1
2019-06-03,V2_171,8801046314838,발주가능,0,ST,0
2019-06-03,V2_172,8801046314777,발주가능,0,ST,0
2019-06-03,V2_174,8801046304877,발주가능,0,덴탈케어,0
2019-06-03,V2_177,8801046304853,발주가능,48,덴탈케어,1
2019-06-03,V2_178,8801046304822,발주가능,0,덴탈케어,1
2019-06-03,V2_180,8801046316221,발주가능,0,세탁세제,4
2019-06-03,V2_184,8801046315309,발주가능,312,덴탈케어,12
2019-06-03,V2_186,8801046316665,발주가능,0,헤어케어,0
2019-06-03,V2_188,8801046316283,발주가능,0,F&B,1
2019-06-03,V2_189,8801046316795,발주가능,0,F&B,0
2019-06-03,V2_191,8801046318690,발주가능,0,세탁세제,0
2019-06-03,V2_193,8801046316719,발주가능,0,헤어케어,3
2019-06-03,V2_194,8801046316696,발주가능,0,헤어케어,2
2019-06-03,V2_195,8801046316573,발주가능,0,헤어케어,2
2019-06-03,V2_196,8801046316634,발주가능,0,헤어케어,0
2019-06-03,V2_197,8801046314210,발주가능,0,ST,1
2019-06-03,V2_199,8801046314234,발주가능,20,ST,2
2019-06-03,V2_207,8801046316986,발주가능,0,세탁세제,3
2019-06-03,V2_209,8801046322925,발주가능,144,덴탈케어,0
2019-06-03,V2_210,8801046319260,발주가능,0,덴탈케어,0
2019-06-03,V2_214,8801046321638,발주가능,0,헤어케어,0
2019-06-03,V2_216,8801046318621,발주가능,15,헤어케어,0
2019-06-03,V2_219,8801046321614,발주가능,0,헤어케어,0
2019-06-03,V2_220,8801046318430,발주가능,0,헤어케어,1
2019-06-03,V2_225,8801046322901,발주가능,0,덴탈케어,0
2019-06-03,V2_473,8801046886113,발주가능,16,헤어케어,0
2019-06-03,V2_227,8801046323717,발주가능,0,헤어케어,0
2019-06-03,V2_229,8801046318997,발주가능,0,주방세제,1
2019-06-03,V2_231,8801046319963,발주가능,0,주방세제,2
2019-06-03,V2_232,8801046318966,발주가능,0,주방세제,0
2019-06-03,V2_233,8801046319949,발주가능,0,주방세제,0
2019-06-03,V2_235,8801046316757,발주가능,12,덴탈케어,1
2019-06-03,V2_237,8801046312698,발주가능,0,덴탈케어,0
2019-06-03,V2_241,8801046319673,발주가능,0,덴탈케어,0
2019-06-03,V2_245,8801046325568,발주가능,0,F&B,0
2019-06-03,V2_247,8801046322444,발주가능,0,덴탈케어,0
2019-06-03,V2_248,8801046316450,발주가능,0,덴탈케어,0
2019-06-03,V2_253,8801046304952,발주가능,0,ST,0
2019-06-03,V2_259,8801046323496,발주가능,0,ST,0
2019-06-03,V2_260,8801046323229,발주가능,0,ST,0
2019-06-03,V2_263,8801046325612,발주가능,0,F&B,0
2019-06-03,V2_266,18801046259877,발주가능,0,F&B,0
2019-06-03,V2_271,8801046320884,발주가능,124,세탁세제,9
2019-06-03,V2_276,18801046902100,발주가능,200,헤어케어,5
2019-06-03,V2_277,18801046879044,발주가능,0,세탁세제,0
2019-06-03,V2_278,18801046247737,발주가능,4,세탁세제,2
2019-06-03,V2_280,18801046289232,발주가능,0,주방세제,0
2019-06-03,V2_282,18801046263126,발주가능,0,주방세제,13
2019-06-03,V2_283,18801046308544,발주가능,444,주방세제,5
2019-06-03,V2_287,18801046300548,발주가능,0,덴탈케어,0
2019-06-03,V2_288,18801046296834,발주가능,0,덴탈케어,0
2019-06-03,V2_291,18801046318932,발주가능,0,주방세제,0
2019-06-03,V2_292,18801046318994,발주가능,0,주방세제,0
2019-06-03,V2_297,18801046879051,발주가능,6,세탁세제,3
2019-06-03,V2_299,18801046879037,발주가능,0,세탁세제,0
2019-06-03,V2_303,18801046979508,발주가능,0,주방세제,1
2019-06-03,V2_304,18801046979522,발주가능,0,주방세제,3
2019-06-03,V2_309,18801046295646,발주가능,0,주방세제,0
2019-06-03,V2_311,18801046303204,발주가능,130,주방세제,1
2019-06-03,V2_312,18801046248581,발주가능,0,주방세제,0
2019-06-03,V2_313,18801046311490,발주가능,0,덴탈케어,0
2019-06-03,V2_316,18801046879068,발주가능,0,세탁세제,0
2019-06-03,V2_318,18801046878931,발주가능,0,세탁세제,0
2019-06-03,V2_330,18801046314798,발주가능,0,ST,0
2019-06-03,V2_337,18801046314828,발주가능,0,ST,0
2019-06-03,V2_339,18801046247805,발주가능,0,ST,0
2019-06-03,V2_342,18801046277055,발주가능,0,헤어케어,0
2019-06-03,V2_344,18801046318239,발주가능,0,세탁세제,0
2019-06-03,V2_361,18801046275747,발주가능,0,덴탈케어,0
2019-06-03,V2_364,18801046255060,발주가능,12,덴탈케어,0
2019-06-03,V2_366,18801046290191,발주가능,0,덴탈케어,0
2019-06-03,V2_370,18801046319250,발주가능,0,덴탈케어,0
2019-06-03,V2_371,18801046304874,발주가능,0,덴탈케어,0
2019-06-03,V2_372,18801046304829,발주가능,0,덴탈케어,0
2019-06-03,V2_375,18801046291570,발주가능,0,ST,0
2019-06-03,V2_377,18801046291518,발주가능,0,ST,0
2019-06-03,V2_378,18801046314248,발주가능,0,ST,0
2019-06-03,V2_381,18801046291501,발주가능,0,ST,0
2019-06-03,V2_384,18801046291563,발주가능,0,ST,0
2019-06-03,V2_386,18801046291556,발주가능,0,ST,0
2019-06-03,V2_387,18801046314835,발주가능,0,ST,0
2019-06-03,V2_388,18801046903398,발주가능,0,ST,0
2019-06-03,V2_389,18801046314217,발주가능,0,ST,0
2019-06-03,V2_394,18801046322908,발주가능,0,덴탈케어,0
2019-06-03,V2_395,18801046314736,발주가능,0,덴탈케어,0
2019-06-03,V2_397,18801046316761,발주가능,0,덴탈케어,0
2019-06-03,V2_398,18801046322915,발주가능,0,덴탈케어,0
2019-06-03,V2_399,18801046257613,발주가능,0,덴탈케어,0
2019-06-03,V2_400,18801046281694,발주가능,0,덴탈케어,0
2019-06-03,V2_402,18801046315306,발주가능,0,덴탈케어,0
2019-06-03,V2_405,18801046257620,발주가능,0,덴탈케어,0
2019-06-03,V2_409,18801046316662,발주가능,0,헤어케어,0
2019-06-03,V2_415,18801046321642,발주가능,0,헤어케어,0
2019-06-03,V2_418,18801046263478,발주가능,0,헤어케어,0
2019-06-03,V2_420,18801046299682,발주가능,0,헤어케어,0
2019-06-03,V2_425,18801046263423,발주가능,0,헤어케어,1
2019-06-03,V2_429,18801046873813,발주가능,0,ST,0
2019-06-03,V2_434,18801046299224,발주가능,0,덴탈케어,0
2019-06-03,V2_438,18801046261283,발주가능,0,덴탈케어,0
2019-06-03,V2_443,18801046253776,발주가능,0,세탁세제,2
2019-06-03,V2_445,18801046886127,발주가능,0,헤어케어,0
2019-06-03,V2_448,18801046321635,발주가능,0,헤어케어,0
2019-06-03,V2_450,18801046315252,발주가능,0,매입브랜드,0
2019-06-03,V2_451,18801046315245,발주가능,0,매입브랜드,0
2019-06-03,V2_453,18801046321604,발주가능,0,헤어케어,0
2019-06-03,V2_457,8801046322291,발주가능,0,헤어케어,0
2019-06-03,V2_464,8801046321164,발주가능,512,덴탈케어,9
2019-06-03,V2_466,8801046903032,발주가능,20,주방세제,2
2019-06-03,V2_469,8801046319055,발주가능,0,덴탈케어,1
2019-06-03,V2_488,18801046335229,발주가능,0,세탁세제,0
2019-06-03,V2_490,18801046335236,발주가능,0,세탁세제,2
2019-06-03,V2_492,18801046335205,발주가능,0,세탁세제,0
2019-06-03,V2_486,8801046324165,발주가능,0,세탁세제,0
2019-06-03,V2_487,8801046328347,발주가능,0,세탁세제,0
2019-06-03,V2_475,8801046331590,발주가능,0,F&B,1
2019-06-03,V2_476,8801046330968,발주가능,0,헤어케어,0
2019-06-03,V2_495,8801046320730,발주가능,0,세탁세제,0
2019-06-03,V2_496,8801046320754,발주가능,0,세탁세제,0
2019-06-03,V2_499,8801046328361,발주가능,0,세탁세제,0
2019-06-03,V2_503,8801046328385,발주가능,0,세탁세제,0
2019-06-03,V2_504,8801046324158,발주가능,1,세탁세제,0
2019-06-03,V2_507,8801046330302,발주가능,1,세탁세제,0
2019-06-04,V2_2,8801046878934,발주가능,0,세탁세제,2
2019-06-04,V2_4,8801046888858,발주가능,1680,덴탈케어,41
2019-06-04,V2_478,8801046244234,발주가능,0,세탁세제,0
2019-06-04,V2_7,8801046992746,발주가능,0,헤어케어,25
2019-06-04,V2_8,8801046992753,발주가능,30,헤어케어,4
2019-06-04,V2_10,8801046878996,발주가능,720,세탁세제,71
2019-06-04,V2_12,8801046246559,발주가능,0,세탁세제,23
2019-06-04,V2_13,8801046245118,발주가능,0,세탁세제,0
2019-06-04,V2_18,8801046240540,발주가능,0,헤어케어,0
2019-06-04,V2_24,8801046879047,발주가능,1296,세탁세제,37
2019-06-04,V2_31,8801046255568,발주가능,648,세탁세제,32
2019-06-04,V2_34,8801046900680,발주가능,0,헤어케어,0
2019-06-04,V2_35,8801046900697,발주가능,0,헤어케어,0
2019-06-04,V2_37,8801046902011,발주가능,0,헤어케어,4
2019-06-04,V2_42,8801046987650,발주가능,0,ST,0
2019-06-04,V2_44,8801046903384,발주가능,0,ST,0
2019-06-04,V2_45,8801046903391,발주가능,0,ST,0
2019-06-04,V2_49,8801046871546,발주가능,0,F&B,11
2019-06-04,V2_52,8801046870112,발주가능,0,F&B,20
2019-06-04,V2_54,8801046877920,발주가능,80,세탁세제,22
2019-06-04,V2_57,8801046886700,발주가능,0,덴탈케어,13
2019-06-04,V2_62,18801046251512,발주가능,0,세탁세제,27
2019-06-04,V2_63,8801046276921,발주가능,0,헤어케어,0
2019-06-04,V2_66,8801046276969,발주가능,0,헤어케어,0
2019-06-04,V2_68,8801046269367,발주가능,4,세탁세제,14
2019-06-04,V2_69,18801046288242,발주가능,0,덴탈케어,0
2019-06-04,V2_79,18801046269364,발주가능,0,세탁세제,1
2019-06-04,V2_80,8801046256237,발주가능,604,헤어케어,44
2019-06-04,V2_83,8801046294031,발주가능,1668,덴탈케어,21
2019-06-04,V2_84,8801046293133,발주가능,104,헤어케어,186
2019-06-04,V2_86,18801046294762,발주가능,0,세탁세제,258
2019-06-04,V2_88,8801046280799,발주가능,0,헤어케어,0
2019-06-04,V2_89,8801046994399,발주가능,0,덴탈케어,0
2019-06-04,V2_91,8801046287743,발주가능,0,덴탈케어,0
2019-06-04,V2_98,8801046282175,발주가능,0,헤어케어,0
2019-06-04,V2_103,8801046296837,발주가능,0,덴탈케어,57
2019-06-04,V2_105,8801046291245,발주가능,136,세탁세제,20
2019-06-04,V2_114,8801046299715,발주가능,0,헤어케어,0
2019-06-04,V2_117,8801046299760,발주가능,0,헤어케어,0
2019-06-04,V2_118,8801046299777,발주가능,0,헤어케어,0
2019-06-04,V2_119,8801046277881,발주가능,0,기타,0
2019-06-04,V2_120,8801046277898,발주가능,0,기타,3
2019-06-04,V2_132,8801046303221,발주가능,0,주방세제,13
2019-06-04,V2_141,8801046291573,발주가능,0,ST,2
2019-06-04,V2_484,18801046304492,발주가능,0,세탁세제,4
2019-06-04,V2_151,8801046309049,발주가능,0,세탁세제,4
2019-06-04,V2_152,8801046308561,발주가능,0,주방세제,13
2019-06-04,V2_154,8801046311493,발주가능,1876,덴탈케어,9
2019-06-04,V2_156,8801046307472,발주가능,576,F&B,75
2019-06-04,V2_160,28801046284494,발주가능,0,덴탈케어,3
2019-06-04,V2_163,28801046261280,발주가능,0,덴탈케어,1
2019-06-04,V2_165,8801046314814,발주가능,0,ST,0
2019-06-04,V2_168,8801046314807,발주가능,0,ST,0
2019-06-04,V2_171,8801046314838,발주가능,0,ST,0
2019-06-04,V2_174,8801046304877,발주가능,0,덴탈케어,1
2019-06-04,V2_181,8801046310373,발주가능,0,덴탈케어,0
2019-06-04,V2_188,8801046316283,발주가능,0,F&B,1
2019-06-04,V2_191,8801046318690,발주가능,0,세탁세제,0
2019-06-04,V2_194,8801046316696,발주가능,0,헤어케어,3
2019-06-04,V2_195,8801046316573,발주가능,0,헤어케어,0
2019-06-04,V2_196,8801046316634,발주가능,0,헤어케어,0
